Date,Transaction_ID,Session_primary_channel_group,Campaign_ID,Campaign,Shipping_tier,Page_title,Key_events,Shopify_Order_ID
2025-05-12,,Cross-network,(not set),(direct),,Online Padel & Pickleball Store in the USA | Racket Central,2.0,
2025-05-12,,Organic Search,(not set),(organic),,Babolat Padel Racket Counter Vertuo 25 – Racket Central,2.0,
2025-05-12,,Direct,(not set),(direct),,Nox Padel Racket AT10 Genius 18K Alum 25 – Racket Central,1.0,
2025-05-12,,Email,01JTQWZ0HQ6NSQPXAFMK0DYJZG,"May deals - May 8, 2025, 9:10 AM",,Head Padel Racket One Ultralight – Racket Central,1.0,
2025-05-12,,Organic Search,(not set),sag_organic,,CRBN Pickleball Bag Pro Team Sling Bag - Black – Racket Central,1.0,
2025-05-12,,Paid Shopping,21964277743,Google_Shopping_Padel,,Checkout - Racket Central,1.0,
2025-05-12,,Paid Shopping,21964277743,Google_Shopping_Padel,,Dunlop Padel Racket Inferno Carbon Extreme – Racket Central,1.0,
2025-05-12,,Unassigned,(not set),(organic),,Checkout - Racket Central,1.0,
2025-05-12,,Unassigned,(not set),G_Search_Brand,,Online Padel & Pickleball Store in the USA | Racket Central,1.0,
2025-05-12,6357035647253,Unassigned,(not set),(organic),,Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6357035647253
2025-05-12,,Email,(not set),(organic),,Head Padel Racket One Ultralight – Racket Central,0.0,
2025-05-12,,Email,(not set),(organic),,Shop Premium Padel Equipment Online – Racket Central,0.0,
2025-05-12,,Email,(not set),(referral),,Shop Premium Padel Equipment Online – Racket Central,0.0,
2025-05-12,,Email,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",,Head Padel Racket One Ultralight – Racket Central,0.0,
2025-05-12,,Organic Search,(not set),Shopping Free Listings,,Checkout - Racket Central,0.0,
2025-05-12,,Unassigned,(not set),(referral),,Head Padel Racket One Ultralight – Racket Central,0.0,
2025-05-12,,Unassigned,(not set),"Mother's Day - May 1, 2025, 4:38 PM",,Head Padel Racket One Ultralight – Racket Central,0.0,
2025-05-11,(not set),Direct,(not set),(direct),(not set),Checkout - Racket Central,3.0,
2025-05-11,(not set),Cross-network,21964162006,G_PMax_Padel_Tier3,(not set),Joola Pickleball Paddle Simone Jardim Hyperion CFS - 16mm – Racket Central,2.0,
2025-05-11,(not set),Cross-network,22377183748,G_PMAX_Padel_Tier1_Mar25,(not set),Bullpadel Padel Racket Hack 04 25 – Racket Central,2.0,
2025-05-11,(not set),Direct,(not set),(direct),(not set),Adidas Padel Racket CROSS IT CTRL – Racket Central,2.0,
2025-05-11,(not set),Direct,(not set),(direct),(not set),Adidas Padel Racket Cross It Ctrl 3.4 – Racket Central,2.0,
2025-05-11,(not set),Direct,(not set),(direct),(not set),Head Shoes Motion Pro Padel Men BBFC – Racket Central,2.0,
2025-05-11,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Head Padel Racket Extreme One – Racket Central,2.0,
2025-05-11,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Head Padel Racket Vibe 2025 – Racket Central,2.0,
2025-05-11,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Nox Padel Racket Equation Advanced 2025 – Racket Central,2.0,
2025-05-11,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Osaka Padel Racket Deshi Control | Future Dusk – Racket Central,2.0,
2025-05-11,6355599884565,Paid Social,120225882364500415,120225882364500415,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6355599884565
2025-05-10,(not set),Direct,(not set),(direct),(not set),Adidas Padel Racket Adipower 3.2 – Racket Central,2.0,
2025-05-10,(not set),Organic Social,(not set),(referral),(not set),Adidas Padel Rackets for Ultimate Performance – Racket Central,2.0,
2025-05-10,(not set),Organic Social,(not set),(referral),(not set),Checkout - Racket Central,2.0,
2025-05-10,(not set),Organic Social,(not set),(referral),(not set),Mother’s Day Padel & Pickleball Gifts She’ll Love – Racket Central,2.0,
2025-05-10,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Wilson Padel Racket Optix V1 Black – Racket Central,2.0,
2025-05-10,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Holbrook Pickleball Paddle Hybrid – Racket Central,2.0,
2025-05-10,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Nox Padel Balls Pro Titanium | 4x Can Bundle – Racket Central,2.0,
2025-05-10,(not set),Paid Social,120223927023110417,120223927023110417,(not set),Bullpadel Padel Racket Vertex 04 W 25 – Racket Central,2.0,
2025-05-10,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,1.0,
2025-05-10,6353570365717,Direct,(not set),(direct),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6353570365717
2025-05-10,6354459885845,Organic Search,(not set),(organic),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6354459885845
2025-05-10,(not set),Organic Social,(not set),(organic),(not set),Adidas Padel Rackets for Ultimate Performance – Racket Central,0.0,
2025-05-10,(not set),Organic Social,(not set),(organic),(not set),Checkout - Racket Central,0.0,
2025-05-09,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Pallap Padel Women's Competition Skort – Racket Central,4.0,
2025-05-09,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Pallap Padel Women's Competition Pro T-Shirt – Racket Central,3.0,
2025-05-09,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,2.840659,
2025-05-09,(not set),Direct,(not set),(direct),(not set),Head Balls Padel Pro S+ | 4x Can Bundle – Racket Central,2.0,
2025-05-09,(not set),Email,01JTQWZ0HQ6NSQPXAFMK0DYJZG,"May deals - May 8, 2025, 9:10 AM",(not set),Nox Padel Racket AT10 Genius 18K Alum 25 – Racket Central,2.0,
2025-05-09,(not set),Email,01JTQWZ0HQ6NSQPXAFMK0DYJZG,"May deals - May 8, 2025, 9:10 AM",(not set),Shop Essential Pickleball Accessories – Racket Central,2.0,
2025-05-09,(not set),Organic Search,(not set),(organic),(not set),Franklin Sports Pickleball Bag Elite Duffel Bag - Black – Racket Central,2.0,
2025-05-09,(not set),Organic Search,(not set),(organic),(not set),Sergio Tacchini Aldo Pointelle Short - Brilliant White – Racket Central,2.0,
2025-05-09,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Nox Beach Tennis Racket Sailor – Racket Central,2.0,
2025-05-09,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Osaka Footwear IDO Mk1 | Cascade – Racket Central,2.0,
2025-05-09,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Diadem Pickleball Paddle First Responer Series V2 Warrior Edge – Racket Central,2.0,
2025-05-09,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Wilson Premier Padel Speed Balls | 4x Can Bundle – Racket Central,2.0,
2025-05-09,(not set),Paid Social,120225420480610415,120225420480610415,(not set),Joola Essentials Pickleball Sling Bag – Racket Central,2.0,
2025-05-09,(not set),Referral,(not set),(referral),(not set),Sergio Tacchini Tito Polo -Gardenia – Racket Central,2.0,
2025-05-09,(not set),Organic Search,(not set),(referral),(not set),Sergio Tacchini Aldo Pointelle Polo - Brilliant White – Racket Central,1.02264,
2025-05-09,(not set),Organic Search,(not set),(referral),(not set),Sergio Tacchini Slice T -Shirt - Gardenia/ Gold – Racket Central,1.02264,
2025-05-09,(not set),Direct,(not set),(direct),(not set),Checkout - Racket Central,1.0,
2025-05-09,(not set),Organic Social,(not set),(referral),(not set),Checkout - Racket Central,1.0,
2025-05-09,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Apparel - Women – Page 2 – Racket Central,1.0,
2025-05-09,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Nox Padel Balls Pro Titanium | 4x Can Bundle – Racket Central,1.0,
2025-05-09,6352292905237,Direct,(not set),(direct),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6352292905237
2025-05-09,6352426991893,Paid Social,120225420480610415,120225420480610415,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6352426991893
2025-05-09,(not set),Organic Search,(not set),(organic),(not set),Sergio Tacchini Aldo Pointelle Polo - Brilliant White – Racket Central,0.97736,
2025-05-09,(not set),Email,01JQA1VFY11JS912HRYJVP9NWC,Clientes -100,(not set),Shop Essential Pickleball Accessories – Racket Central,0.0,
2025-05-09,(not set),Email,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",(not set),Shop Essential Pickleball Accessories – Racket Central,0.0,
2025-05-09,(not set),Email,VD8vP6,Abandoned Cart: Email 1,(not set),Shop Essential Pickleball Accessories – Racket Central,0.0,
2025-05-09,(not set),Organic Social,(not set),(organic),(not set),Checkout - Racket Central,0.0,
2025-05-08,(not set),Organic Social,(not set),(referral),(not set),Adidas Padel Rackets for Ultimate Performance – Racket Central,8.0,
2025-05-08,(not set),Cross-network,21964162006,G_PMax_Padel_Tier3,(not set),Diadem Shoes - Court Burst – Racket Central,4.0,
2025-05-08,(not set),Organic Social,(not set),(referral),(not set),Checkout - Racket Central,4.0,
2025-05-08,(not set),Organic Search,01JTQWZ0HQ6NSQPXAFMK0DYJZG,"May deals - May 8, 2025, 9:10 AM",(not set),Osaka Padel Racket Pro Tour LTD Power – Racket Central,3.996704,
2025-05-08,(not set),Cross-network,(not set),(organic),(not set),Osaka Footwear KAI Mk1 | Orchid Pink – Racket Central,2.0,
2025-05-08,(not set),Cross-network,21964162006,G_PMax_Padel_Tier3,(not set),K-Swiss Pickleball Shoes Express Light Pickleball - Men – Racket Central,2.0,
2025-05-08,(not set),Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Bullpadel Padel Balls Next | 4x Can Bundle – Racket Central,2.0,
2025-05-08,(not set),Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Buy Durable Padel Balls for Consistent Play – Racket Central,2.0,
2025-05-08,(not set),Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Checkout - Racket Central,2.0,
2025-05-08,(not set),Direct,(not set),(direct),(not set),Adidas Padel Racket Cross It Solar Red – Racket Central,2.0,
2025-05-08,(not set),Direct,(not set),(direct),(not set),Checkout - Racket Central,2.0,
2025-05-08,(not set),Paid Social,120225420480610415,120225420480610415,(not set),Nox Padel Shoes AT10 Men Red & Black – Racket Central,2.0,
2025-05-08,(not set),Paid Social,120225882364500415,120225882364500415,(not set),Adidas Padel Racket Adipower Multiweight Ctrl 3.4 by Alex Ruiz – Racket Central,2.0,
2025-05-08,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Adidas Protection Tape Racket Paddle – Racket Central,1.482736,
2025-05-08,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Head Multisport Hat Pro Player Hat – Racket Central,1.482736,
2025-05-08,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Head Multisport Overgrips Prime Tour x3 – Racket Central,1.482736,
2025-05-08,(not set),Cross-network,21964162006,G_PMax_Padel_Tier3,(not set),Checkout - Racket Central,1.0,
2025-05-08,(not set),Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Diadem Pickleball Paddle First Responer Series V2 Warrior Edge – Racket Central,1.0,
2025-05-08,(not set),Organic Search,(not set),(organic),(not set),Nox Padel Bag AT10 Team Padel Bag – Racket Central,1.0,
2025-05-08,(not set),Organic Search,(not set),(referral),(not set),Padel Gifts for Moms Who Play Strong – Racket Central,1.0,
2025-05-08,(not set),Paid Search,21938652714,G_Search_Brand,(not set),"Search: 310 results found for ""Pádel"" – Racket Central",1.0,
2025-05-08,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Nox Padel Balls Pro Titanium | 4x Can Bundle – Racket Central,1.0,
2025-05-08,(not set),Unassigned,(not set),G_Search_Brand,(not set),Checkout - Racket Central,1.0,
2025-05-08,6350498005269,Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6350498005269
2025-05-08,6350826635541,Paid Social,120225882364500415,120225882364500415,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6350826635541
2025-05-08,6350827913493,Cross-network,21971168776,G_PMax_Pickleball_Tier4,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6350827913493
2025-05-08,(not set),Referral,(not set),(referral),(not set),Penn 26 Indoor Pickleball Balls - 3 Pack – Racket Central,0.82369,
2025-05-08,(not set),Paid Social,120225882364500415,120225882364500415,(not set),Head Multisport Overgrips Prime Tour x3 – Racket Central,0.517264,
2025-05-08,(not set),Organic Shopping,120225420480610415,120225420480610415,(not set),Checkout - Racket Central,0.310708,
2025-05-08,(not set),Referral,(not set),(not set),(not set),Hesacore Pickleball Tour Grip - Regular Soft Feel – Racket Central,0.007698,
2025-05-08,(not set),Organic Search,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",(not set),Checkout - Racket Central,0.004374,
2025-05-08,(not set),Organic Search,(not set),(referral),(not set),Adidas Padel Racket Metalbone Carbon Ctrl 3.4 – Racket Central,0.000824,
2025-05-08,(not set),Organic Search,(not set),(organic),(not set),Adidas Padel Racket Metalbone Carbon Ctrl 3.4 – Racket Central,0.0,
2025-05-08,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,0.0,
2025-05-08,(not set),Organic Search,(not set),(organic),(not set),Head Padel Racket Evo Speed 2025 – Racket Central,0.0,
2025-05-08,(not set),Organic Search,(not set),(organic),(not set),Osaka Padel Racket Pro Tour LTD Power – Racket Central,0.0,
2025-05-08,(not set),Organic Search,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",(not set),Adidas Padel Racket Metalbone Carbon Ctrl 3.4 – Racket Central,0.0,
2025-05-08,(not set),Organic Social,(not set),(organic),(not set),Checkout - Racket Central,0.0,
2025-05-08,(not set),Organic Social,(not set),(organic),(not set),Mother’s Day Padel & Pickleball Gifts She’ll Love – Racket Central,0.0,
2025-05-08,(not set),Paid Social,(not set),(referral),(not set),Babolat Padel Pro Tour Overgrips 2.0 – Racket Central,0.0,
2025-05-08,(not set),Paid Social,(not set),(referral),(not set),Bullpadel Padel Balls Premium Pro | 4x Can Bundle – Racket Central,0.0,
2025-05-08,(not set),Paid Social,(not set),(referral),(not set),Head Multisport Hat Pro Player Hat – Racket Central,0.0,
2025-05-08,(not set),Paid Social,(not set),(referral),(not set),Head Multisport Overgrips Prime Tour x3 – Racket Central,0.0,
2025-05-07,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Padel Gifts for Moms Who Play Strong – Racket Central,5.0,
2025-05-07,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,4.380148,
2025-05-07,(not set),Cross-network,22377183748,G_PMAX_Padel_Tier1_Mar25,(not set),Shop Premium Padel Equipment Online – Page 2 – Racket Central,2.0,
2025-05-07,(not set),Direct,(not set),(direct),(not set),Head Padel Racket Speed One X 2025 – Racket Central,2.0,
2025-05-07,(not set),Organic Search,(not set),(organic),(not set),Osaka Padel Gear: Precision & Power – Racket Central,2.0,
2025-05-07,(not set),Organic Search,(not set),(organic),(not set),Volt Padel Backpack – Racket Central,2.0,
2025-05-07,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Head Shoes Motion Pro Padel Men BBFC – Racket Central,2.0,
2025-05-07,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Osaka Footwear IDO Mk1 | Cascade – Racket Central,2.0,
2025-05-07,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Mother’s Day Padel & Pickleball Gifts She’ll Love – Page 3 – Racket Central,2.0,
2025-05-07,(not set),Paid Search,21938652714,G_Search_Brand,(not set),"Search: 10 results found for ""Adidas balla"" – Racket Central",2.0,
2025-05-07,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Volair Pickleball Paddle Pro 1 – Racket Central,2.0,
2025-05-07,(not set),Paid Social,120223833484880417,120223833484880417,(not set),Osaka Padel Balls Pro Tour | 4x Can Bundle – Racket Central,2.0,
2025-05-07,(not set),Unassigned,(not set),(referral),(not set),CRBN Pickleball Bag Pro Team Sling Bag - Black – Racket Central,1.64738,
2025-05-07,(not set),Unassigned,(not set),(referral),(not set),Gamma Sports Pickleball Sling Bag – Racket Central,1.64738,
2025-05-07,(not set),Unassigned,(not set),(referral),(not set),Penn 26 Indoor Pickleball Balls - 3 Pack – Racket Central,1.64738,
2025-05-07,(not set),Unassigned,(not set),(referral),(not set),Checkout - Racket Central,1.119702,
2025-05-07,6348276465941,Organic Search,(not set),(organic),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6348276465941
2025-05-07,6348340265237,Paid Shopping,21964277743,Google_Shopping_Padel,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6348340265237
2025-05-07,(not set),Organic Search,(not set),(referral),(not set),Checkout - Racket Central,0.619852,
2025-05-07,(not set),Unassigned,(not set),(not set),(not set),Franklin Sports Outdoor Pickleballs X 40 – Racket Central,0.52893,
2025-05-07,(not set),Unassigned,(not set),(not set),(not set),Gamma Sports Pickleball Sling Bag – Racket Central,0.35262,
2025-05-07,6349196722453,Cross-network,(not set),(organic),(not set),Thank you for your purchase! - Racket Central - Checkout,0.228868,gid://shopify/Order/6349196722453
2025-05-06,(not set),Organic Search,(not set),(organic),(not set),RS Sports Padel Racket Cobra Edition – Racket Central,2.0,
2025-05-06,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),K-Swiss Pickleball Shoes Express Light Pickleball - Men – Racket Central,2.0,
2025-05-06,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Pala Hirostar Padel Aurora – Central de Raquetas,2.0,
2025-05-06,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Holbrook Pickleball Paddle Power Pro 14mm – Racket Central,2.0,
2025-05-06,(not set),Paid Shopping,21964277743,Google_Shopping_Padel,(not set),Bullpadel Padel Racket Hack 03 Master Final – Racket Central,2.0,
2025-05-06,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,1.0,
2025-05-06,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Checkout - Racket Central,1.0,
2025-05-06,6347481743637,Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6347481743637
2025-05-06,(not set),Paid Social,120225420480610415,120225420480610415,(not set),Checkout - Racket Central,0.666667,
2025-05-06,(not set),Paid Social,120225882364500415,120225882364500415,(not set),Checkout - Racket Central,0.333333,
2025-05-05,(not set),Direct,(not set),(direct),(not set),Buy Essential Padel Accessories Online – Racket Central,4.0,
2025-05-05,(not set),Direct,(not set),(direct),(not set),Osaka Footwear KAI Mk1 | Manor Blue – Racket Central,2.0,
2025-05-05,(not set),Organic Search,(not set),(organic),(not set),Babolat RH Perf Padel Bag – Racket Central,2.0,
2025-05-05,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Volair Pickleball Paddle CTRL 1 Forza – Racket Central,2.0,
2025-05-05,(not set),Paid Social,120225882364500415,120225882364500415,(not set),Adidas Padel Racket Cross It Team Light 3.4 – Racket Central,2.0,
2025-05-05,(not set),Paid Social,120225882364500415,120225882364500415,(not set),Nox Pickleball Paddle Luxury Tempo – Racket Central,2.0,
2025-05-05,(not set),Unassigned,(not set),(not set),(not set),K-Swiss Pickleball Shoes Express Light Pickleball - Men – Racket Central,2.0,
2025-05-05,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Checkout - Racket Central,1.0,
2025-05-05,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Checkout - Racket Central,1.0,
2025-05-05,(not set),Paid Shopping,21934847264,Google_Shopping_Pickleball,(not set),Checkout - Racket Central,1.0,
2025-05-05,6346475340053,Direct,(not set),(direct),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6346475340053
2025-05-05,6345665315093,Organic Search,(not set),(organic),(not set),Thank you for your purchase! - Racket Central - Checkout,0.666666,gid://shopify/Order/6345665315093
2025-05-05,6345665315093,Organic Search,(not set),Shopping Free Listings,(not set),Thank you for your purchase! - Racket Central - Checkout,0.333334,gid://shopify/Order/6345665315093
2025-05-04,(not set),Email,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",(not set),Vulcan Pickleball Paddle V1100JD T700 RCF – Racket Central,2.0,
2025-05-04,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Diadem Skort - Women's Scales 18K Iconic Skort – Racket Central,2.0,
2025-05-04,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Adidas Padel Racket Cross It Solar Red – Racket Central,2.0,
2025-05-04,(not set),Paid Shopping,21964277743,Google_Shopping_Padel,(not set),Osaka Padel Racket Pro Tour LTD Power – Racket Central,2.0,
2025-05-04,(not set),Paid Shopping,(not set),(referral),(not set),Checkout - Racket Central,1.512966,
2025-05-04,(not set),Direct,(not set),(referral),(not set),Top Pickleball Gear & Equipment – Racket Central,1.0,
2025-05-04,(not set),Email,Td8ZnC,Welcome Series | Email #1,(not set),Checkout - Racket Central,1.0,
2025-05-04,(not set),Email,Td8ZnC,Welcome Series | Email #1,(not set),Your Shopping Cart – Racket Central,1.0,
2025-05-04,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,1.0,
2025-05-04,6344929902869,Direct,(not set),(referral),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6344929902869
2025-05-04,6344964899093,Email,Td8ZnC,Welcome Series | Email #1,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6344964899093
2025-05-04,6345192931605,Paid Search,21938652714,G_Search_Brand,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6345192931605
2025-05-04,(not set),Paid Shopping,21964277743,Google_Shopping_Padel,(not set),Checkout - Racket Central,0.487034,
2025-05-04,(not set),Email,(not set),G_PMAX_Padel_Tier2_Mar25,(not set),Vulcan Pickleball Paddle V1100JD T700 RCF – Racket Central,0.0,
2025-05-04,(not set),Email,(not set),G_Search_Brand,(not set),Your Shopping Cart – Racket Central,0.0,
2025-05-04,(not set),Email,01JQZGNCBWVN81ZJKVR4QCR6KK,Volair 2025,(not set),Vulcan Pickleball Paddle V1100JD T700 RCF – Racket Central,0.0,
2025-05-04,6344964899093,Email,(not set),G_Search_Brand,(not set),Thank you for your purchase! - Racket Central - Checkout,0.0,gid://shopify/Order/6344964899093
2025-05-03,(not set),Direct,(not set),(direct),(not set),Checkout - Racket Central,38.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Nox Padel & Pickleball Gear Collection – Racket Central,6.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Babolat Padel Racket Technical Vertuo Juan Lebrón 25 – Racket Central,4.0,
2025-05-03,(not set),Organic Search,(not set),(organic),(not set),CRBN Pickleball Bag Pro Team Sling Bag - Black – Racket Central,4.0,
2025-05-03,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Checkout - Racket Central,4.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Bullpadel Padel Racket Vertex 04 W 25 – Racket Central,3.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Babolat Padel & Pickleball Gear Collection – Racket Central,2.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Your Shopping Cart – Racket Central,2.0,
2025-05-03,(not set),Organic Shopping,Shopping Free Listings,Shopping Free Listings,(not set),Diadem Performance T-Shirt – Racket Central,2.0,
2025-05-03,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Pallap Padel Tech Backpack – Racket Central,2.0,
2025-05-03,(not set),Paid Search,21938652714,G_Search_Brand,(not set),RS Sports Padel Racket Cobra Edition – Racket Central,2.0,
2025-05-03,(not set),Direct,(not set),(direct),(not set),Nox Padel Racket AT10 Genius Attack 12K 25 – Racket Central,1.0,
2025-05-03,(not set),Organic Search,(not set),(organic),(not set),Checkout - Racket Central,1.0,
2025-05-03,6343100924181,Direct,(not set),(direct),(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6343100924181
2025-05-03,6343812710677,Paid Search,21938652714,G_Search_Brand,(not set),Thank you for your purchase! - Racket Central - Checkout,1.0,gid://shopify/Order/6343812710677
2025-05-03,(not set),Paid Shopping,(not set),(referral),(not set),Checkout - Racket Central,0.766123,
2025-05-03,(not set),Organic Search,(not set),(organic),(not set),Your Shopping Cart – Racket Central,0.173658,
2025-05-03,(not set),Email,(not set),(referral),(not set),Babolat RH Perf Padel Bag – Racket Central,0.0,
2025-05-03,(not set),Email,UgGuia,Email #1 | Seguinos en redes,(not set),Babolat RH Perf Padel Bag – Racket Central,0.0,
2025-05-03,(not set),Organic Search,(not set),(not set),(not set),CRBN Pickleball Bag Pro Team Sling Bag - Black – Racket Central,0.0,
2025-05-03,(not set),Organic Search,(not set),(not set),(not set),Franklin Sports Outdoor Pickleballs X 40 – Racket Central,0.0,
2025-05-03,(not set),Paid Search,(not set),(organic),(not set),Pallap Padel Racket Control Velocity Team Light 01 – Racket Central,0.0,
2025-05-03,(not set),Paid Search,(not set),(organic),(not set),Pallap Padel Tech Backpack – Racket Central,0.0,
2025-05-03,6343327744277,Organic Search,(not set),(not set),(not set),Thank you for your purchase! - Racket Central - Checkout,0.0,gid://shopify/Order/6343327744277
2025-05-03,6343713653013,Email,01JT6NQHSRGEJBZRCFBNNPZVGV,"Mother's Day - May 1, 2025, 4:38 PM",(not set),Thank you for your purchase! - Racket Central - Checkout,0.0,gid://shopify/Order/6343713653013
2025-05-02,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Head Padel Racket Zephyr Pro – Racket Central,3.0,
2025-05-02,(not set),Cross-network,22354251261,G_PMAX_Pickleball_Sale_Tier2_Mar25,(not set),Babolat Padel Racket Counter Viper 25 – Racket Central,2.0,
2025-05-02,(not set),Cross-network,22377170377,G_PMAX_Pickleball_Sale_Tier3_Mar25,(not set),Adidas Padel Balls Speed RX | 4x Can Combo – Racket Central,2.0,
2025-05-02,(not set),Cross-network,22377170377,G_PMAX_Pickleball_Sale_Tier3_Mar25,(not set),Head Padel Racket Speed Elite – Racket Central,2.0,
2025-05-02,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Babolat Padel Racket Technical Vertuo Juan Lebrón 25 – Racket Central,2.0,
2025-05-02,(not set),Paid Search,21938652714,G_Search_Brand,(not set),Bullpadel Padel Racket Hack 04 25 – Racket Central,2.0,
2025-05-02,(not set),Unassigned,(not set),(not set),(not set),Adidas Padel Balls Speed RX | 4x Can Combo – Racket Central,2.0,
2025-05-02,(not set),Unassigned,(not set),(not set),(not set),Adidas Padel Racket CROSS IT CTRL – Racket Central,2.0,
2025-05-02,(not set),Direct,(not set),(direct),(not set),Sergio Tacchini Luca Piqué T -Shirt - Eclipse – Racket Central,1.0,
2025-05-02,(not set),Direct,(not set),Google_Shopping_Padel,(not set),Sergio Tacchini Luca Piqué T -Shirt - Eclipse – Racket Central,1.0,
2025-05-02,(not set),Organic Search,(not set),G_Search_Brand,(not set),Pallap Padel Racket Control Velocity Pro 01 – Racket Central,1.0,
2025-05-02,(not set),Paid Search,21938652714,G_Search_Brand,(not set),K-Swiss Pickleball Shoes Express Light Pickleball - Women – Racket Central,1.0,
