Date,Campaign_ID,Campaign,Primary_channel_group,Source,Total_users,Sessions,Ads_impressions,Ads_clicks,Ads_cost,Return_on_ad_spend,Ads_CTR
2025-02-28,21964162006,G_PMax_Padel_Tier3,Cross-network,google,1,1,2288,14,15.195146,0.0,0.006118881118881119
2025-02-28,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,3911,29,10.622618,0.0,0.007414983380209665
2025-02-28,21960907368,(not set),Cross-network,google,0,0,2224,18,15.897082,0.0,0.008093525179856115
2025-02-28,22284695661,(not set),Paid Search,google,0,0,40,4,4.953387,0.0,0.1
2025-02-27,21964162006,G_PMax_Padel_Tier3,Cross-network,google,2,2,2570,21,21.287193,0.0,0.008171206225680934
2025-02-27,01JMWG0RTJ5PNAYGTPFT8SE1F9,Babolat10,Email,email,1,1,0,0,0.0,0.0,0.0
2025-02-27,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,4373,33,11.907923,0.0,0.007546306883146581
2025-02-27,21964277743,(not set),Paid Shopping,google,0,0,814,0,0.0,0.0,0.0
2025-02-27,22284695661,(not set),Paid Search,google,0,0,313,26,13.815007,0.0,0.08306709265175719
2025-02-27,22284706512,(not set),Paid Search,google,0,0,323,27,21.395372,0.0,0.08359133126934984
2025-02-26,21964277743,Google_Shopping_Padel,Paid Shopping,google,2,2,4133,34,13.86495,0.0,0.008226469876602952
2025-02-26,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-02-26,21938652714,G_Search_Brand,Paid Search,google,1,1,93,11,6.147884,0.0,0.11827956989247312
2025-02-26,21964162006,G_PMax_Padel_Tier3,Cross-network,google,1,1,2092,13,13.557965,0.0,0.00621414913957935
2025-02-26,21938652714,(not set),Paid Search,google,0,0,67,0,0.0,0.0,0.0
2025-02-25,(not set),(direct),Direct,(direct),9,11,0,0,0.0,0.0,0.0
2025-02-25,21938652714,G_Search_Brand,Paid Search,google,1,1,94,7,5.64,0.0,0.07446808510638298
2025-02-25,21934847264,(not set),Paid Shopping,google,0,0,1498,15,8.06,0.0,0.010013351134846462
2025-02-25,21938652714,(not set),Paid Search,google,0,0,87,0,0.0,0.0,0.0
2025-02-25,21964277743,(not set),Paid Shopping,google,0,0,4775,47,18.446437,0.0,0.009842931937172774
2025-02-25,21971168776,(not set),Cross-network,google,0,0,474,1,1.0,0.0,0.002109704641350211
2025-02-24,01JMW6Z6R9D75QH45PQGGDGQXH,Presidents Shoes,Email,email,4,5,0,0,0.0,0.0,0.0
2025-02-24,(not set),(direct),Direct,(direct),3,3,0,0,0.0,0.0,0.0
2025-02-24,21938652714,(not set),Paid Search,google,0,0,70,6,5.793965,0.0,0.08571428571428572
2025-02-24,21938814219,(not set),Cross-network,google,0,0,261,2,0.05,0.0,0.007662835249042145
2025-02-24,21964277743,(not set),Paid Shopping,google,0,0,427,0,0.0,0.0,0.0
2025-02-24,21971168776,(not set),Cross-network,google,0,0,453,2,0.622674,0.0,0.004415011037527594
2025-02-23,21964162006,G_PMax_Padel_Tier3,Cross-network,google,2,2,662,12,6.141179,42.3355189614241,0.01812688821752266
2025-02-23,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,2,2,0,0,0.0,0.0,0.0
2025-02-23,21938652714,G_Search_Brand,Paid Search,google,1,2,110,10,16.99349,0.0,0.09090909090909091
2025-02-23,21967202090,G_PMax_Pickleball_Tier3,Cross-network,google,1,1,1773,10,11.613439,0.0,0.0056401579244218835
2025-02-23,21971168776,G_PMax_Pickleball_Tier4,Cross-network,google,1,1,176,3,7.06,0.0,0.017045454545454544
2025-02-23,21938652714,(not set),Paid Search,google,0,0,126,0,0.0,0.0,0.0
2025-02-23,21938757798,(not set),Display,google,0,0,690,6,2.114593,0.0,0.008695652173913044
2025-02-23,21945159029,(not set),Paid Search,google,0,0,129,6,2.142405,0.0,0.046511627906976744
2025-02-23,21955645907,(not set),Paid Search,google,0,0,20,0,0.0,0.0,0.0
2025-02-23,21960900156,(not set),Cross-network,google,0,0,817,3,2.333635,0.0,0.0036719706242350062
2025-02-23,21964277743,(not set),Paid Shopping,google,0,0,573,0,0.0,0.0,0.0
2025-02-22,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-02-22,21934847264,Google_Shopping_Pickleball,Paid Shopping,google,1,1,2327,19,4.876955,0.0,0.008165019338203695
2025-02-22,21938652714,G_Search_Brand,Paid Search,google,1,1,131,9,13.83,0.0,0.06870229007633588
2025-02-22,21955645907,G_Search_Competitor_Padel,Paid Search,google,1,1,90,8,2.631616,0.0,0.08888888888888889
2025-02-22,21960907368,G_PMax_Pickleball_Tier2,Cross-network,google,1,1,1320,17,17.540411,7.57906984049575,0.012878787878787878
2025-02-22,21967202090,G_PMax_Pickleball_Tier3,Cross-network,google,1,1,1093,7,4.517367,1.34997687812391,0.006404391582799634
2025-02-22,21938652714,(not set),Paid Search,google,0,0,137,1,0.38,0.0,0.0072992700729927005
2025-02-22,21938757798,(not set),Display,google,0,0,547,4,3.270289,0.0,0.007312614259597806
2025-02-22,21945159029,(not set),Display,google,0,0,39,0,0.0,0.0,0.0
2025-02-22,21955645907,(not set),Paid Search,google,0,0,30,1,0.27,0.0,0.03333333333333333
2025-02-22,21971168776,(not set),Cross-network,google,0,0,1144,7,13.473773,0.0,0.006118881118881119
2025-02-21,(not set),(direct),Direct,(direct),4,4,0,0,0.0,0.0,0.0
2025-02-21,21964277743,Google_Shopping_Padel,Paid Shopping,google,2,2,4429,20,9.679721,0.0,0.004515692029803568
2025-02-21,(not set),(not set),Paid Search,google,1,1,0,0,0.0,0.0,0.0
2025-02-21,21938652714,G_Search_Brand,Paid Search,google,1,1,151,10,23.560825,0.0,0.06622516556291391
2025-02-21,21955645907,G_Search_Competitor_Padel,Paid Search,google,1,1,63,9,3.567994,0.0,0.14285714285714285
2025-02-21,21960900156,G_PMax_Pickleball_Tier1,Cross-network,google,1,1,442,9,13.69,0.0,0.020361990950226245
2025-02-21,21938814219,(not set),Cross-network,google,0,0,106,2,8.86,0.0,0.018867924528301886
2025-02-21,21945159029,(not set),Paid Search,google,0,0,43,5,3.36,0.0,0.11627906976744186
2025-02-21,21964162006,(not set),Cross-network,google,0,0,869,7,4.981914,0.0,0.00805523590333717
2025-02-21,21967202090,(not set),Cross-network,google,0,0,889,4,10.1,0.0,0.0044994375703037125
2025-02-21,21971168776,(not set),Cross-network,google,0,0,1227,4,5.661506,0.0,0.0032599837000814994
2025-02-20,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-02-20,(not set),(referral),Referral,statics.teams.cdn.office.net,1,1,0,0,0.0,0.0,0.0
2025-02-20,21938652714,G_Search_Brand,Paid Search,google,1,1,97,14,21.82865,0.0,0.14432989690721648
2025-02-20,21938814219,G_PMax_Padel_Tier1,Cross-network,google,1,1,2040,19,29.806513,0.0,0.009313725490196078
2025-02-20,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,3908,33,14.930666,9.64391005732765,0.008444216990788126
2025-02-20,21971168776,G_PMax_Pickleball_Tier4,Cross-network,google,1,1,1135,9,13.921926,0.0,0.007929515418502203
2025-02-20,21934847264,(not set),Paid Shopping,google,0,0,4312,28,9.16,0.0,0.006493506493506494
2025-02-20,21938652714,(not set),Display,google,0,0,4,0,0.0,0.0,0.0
2025-02-20,21938652714,(not set),Paid Search,google,0,0,99,1,0.19,0.0,0.010101010101010102
2025-02-20,21945159029,(not set),Display,google,0,0,1,0,0.0,0.0,0.0
2025-02-20,21955645907,(not set),Display,google,0,0,13,0,0.0,0.0,0.0
2025-02-20,21955645907,(not set),Paid Search,google,0,0,148,19,8.067535,0.0,0.12837837837837837
2025-02-20,21960167651,(not set),Cross-network,google,0,0,575,12,8.031019,0.0,0.020869565217391306
2025-02-20,21960900156,(not set),Cross-network,google,0,0,1292,10,11.474109,0.0,0.007739938080495356
2025-02-20,21964277743,(not set),Paid Shopping,google,0,0,549,2,0.69,0.0,0.0036429872495446266
2025-02-20,21967202090,(not set),Cross-network,google,0,0,642,4,2.233167,0.0,0.006230529595015576
2025-02-19,(not set),(organic),Organic Search,google,4,5,0,0,0.0,0.0,0.0
2025-02-19,21938652714,G_Search_Brand,Paid Search,google,2,4,14,2,0.02,5319.8523,0.14285714285714285
2025-02-19,21964162006,G_PMax_Padel_Tier3,Cross-network,google,2,2,360,7,9.810562,15.7829898022152,0.019444444444444445
2025-02-19,(not set),(referral),Organic Social,l.instagram.com,1,2,0,0,0.0,0.0,0.0
2025-02-19,21938652714,(not set),Paid Search,google,0,0,34,0,0.0,0.0,0.0
2025-02-19,21938757798,(not set),Display,google,0,0,1985,8,3.70389,0.0,0.004030226700251889
2025-02-19,21945159029,(not set),Paid Search,google,0,0,63,1,0.07,0.0,0.015873015873015872
2025-02-19,21955645907,(not set),Display,google,0,0,1,0,0.0,0.0,0.0
2025-02-19,21955645907,(not set),Paid Search,google,0,0,273,21,11.16,0.0,0.07692307692307693
2025-02-19,21964277743,(not set),Paid Shopping,google,0,0,3807,41,20.111995,0.0,0.010769634883110061
2025-02-19,21971168776,(not set),Cross-network,google,0,0,1751,9,5.098179,0.0,0.005139920045688178
2025-02-18,21938652714,G_Search_Brand,Paid Search,google,2,2,26,9,9.677297,4.39299041870886,0.34615384615384615
2025-02-18,21955645907,G_Search_Competitor_Padel,Paid Search,google,1,1,167,25,14.326767,0.0,0.1497005988023952
2025-02-18,21971168776,G_PMax_Pickleball_Tier4,Cross-network,google,1,1,1177,9,16.204514,6.17050286111635,0.0076465590484282074
2025-02-18,21938757798,(not set),Display,google,0,0,2007,9,5.986948,0.0,0.004484304932735426
2025-02-18,21945159029,(not set),Paid Search,google,0,0,85,1,0.19,0.0,0.011764705882352941
2025-02-18,21964162006,(not set),Cross-network,google,0,0,1435,12,15.558978,0.0,0.008362369337979094
2025-02-18,21964277743,(not set),Paid Shopping,google,0,0,580,1,0.18,0.0,0.0017241379310344827
2025-02-17,(not set),(organic),Organic Search,google,1,3,0,0,0.0,0.0,0.0
2025-02-17,(not set),(referral),Referral,dealspotr.com,1,3,0,0,0.0,0.0,0.0
2025-02-17,01JM900WRMAHA06QBPYC94A3KE,Presidents,Email,email,1,1,0,0,0.0,0.0,0.0
2025-02-17,21955645907,G_Search_Competitor_Padel,Paid Search,google,1,2,184,16,23.438091,0.0,0.08695652173913043
2025-02-17,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,2076,12,3.4,58.8205882352941,0.005780346820809248
2025-02-17,21938757798,(not set),Display,google,0,0,211,2,2.54552,0.0,0.009478672985781991
2025-02-17,21945159029,(not set),Display,google,0,0,64,1,0.082808,0.0,0.015625
2025-02-17,21955645907,(not set),Display,google,0,0,2,0,0.0,0.0,0.0
2025-02-17,21955645907,(not set),Paid Search,google,0,0,55,0,0.0,0.0,0.0
2025-02-17,21964162006,(not set),Cross-network,google,0,0,278,4,5.05,0.0,0.014388489208633094
2025-02-17,21964277743,(not set),Paid Shopping,google,0,0,423,0,0.0,0.0,0.0
2025-02-17,21967202090,(not set),Cross-network,google,0,0,1513,10,8.761441,0.0,0.006609385327164574
2025-02-16,21955645907,G_Search_Competitor_Padel,Paid Search,google,2,2,250,36,21.77515,0.0,0.144
2025-02-16,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2025-02-16,21938814219,G_PMax_Padel_Tier1,Cross-network,google,1,1,986,7,8.74,9.95194508009153,0.007099391480730223
2025-02-16,21960907368,G_PMax_Pickleball_Tier2,Cross-network,google,1,1,1951,8,7.13207,21.7314187886546,0.004100461301896463
2025-02-16,21938757798,(not set),Display,google,0,0,411,4,4.063452,0.0,0.009732360097323601
2025-02-16,21945159029,(not set),Display,google,0,0,62,0,0.0,0.0,0.0
2025-02-16,21955645907,(not set),Paid Search,google,0,0,58,0,0.0,0.0,0.0
2025-02-16,21964162006,(not set),Cross-network,google,0,0,2957,16,10.131643,0.0,0.005410889414947582
2025-02-15,21960907368,G_PMax_Pickleball_Tier2,Cross-network,google,1,1,1199,9,9.22,0.0,0.007506255212677231
2025-02-15,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,1901,20,6.387549,0.0,0.010520778537611783
2025-02-15,21960167651,(not set),Cross-network,google,0,0,63,4,1.54,0.0,0.06349206349206349
2025-02-15,21964277743,(not set),Paid Shopping,google,0,0,402,0,0.0,0.0,0.0
2025-02-14,(not set),(direct),Direct,(direct),2,2,0,0,0.0,0.0,0.0
2025-02-14,21938652714,G_Search_Brand,Paid Search,google,1,1,43,5,9.68,0.0,0.11627906976744186
2025-02-14,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,2295,25,7.85,0.0,0.010893246187363835
2025-02-14,21934847264,(not set),Paid Shopping,google,0,0,428,0,0.0,0.0,0.0
2025-02-14,21938652714,(not set),Paid Search,google,0,0,43,0,0.0,0.0,0.0
2025-02-14,21938757798,(not set),Display,google,0,0,288,2,2.813158,0.0,0.006944444444444444
2025-02-14,21938814219,(not set),Cross-network,google,0,0,50,0,0.0,0.0,0.0
2025-02-14,21945159029,(not set),Display,google,0,0,42,1,0.037459,0.0,0.023809523809523808
2025-02-14,21960167651,(not set),Cross-network,google,0,0,428,5,9.965112,0.0,0.011682242990654205
2025-02-14,21960900156,(not set),Cross-network,google,0,0,363,6,5.049583,0.0,0.01652892561983471
2025-02-14,21960907368,(not set),Cross-network,google,0,0,285,4,1.43,0.0,0.014035087719298246
2025-02-14,21964162006,(not set),Cross-network,google,0,0,422,1,0.43,0.0,0.002369668246445498
2025-02-14,21967202090,(not set),Cross-network,google,0,0,496,4,4.340315,0.0,0.008064516129032258
2025-02-13,21955645907,G_Search_Competitor_Padel,Paid Search,google,3,3,242,37,16.91701,0.0,0.15289256198347106
2025-02-13,01JKV969JDW1QT236PNXRMZBRN,Valentine's day reminder,Email,email,1,1,0,0,0.0,0.0,0.0
2025-02-13,120212982602460634,120212982602460634,Paid Social,facebook,1,1,0,0,0.0,0.0,0.0
2025-02-13,21945159029,G_Search_NB_Padel,Display,google,1,1,1075,5,4.311849,0.0,0.004651162790697674
2025-02-13,21934847264,(not set),Paid Shopping,google,0,0,6077,44,18.447639,0.0,0.007240414678295211
2025-02-13,21938757798,(not set),Display,google,0,0,523,7,5.345019,0.0,0.01338432122370937
2025-02-13,21945159029,(not set),Paid Search,google,0,0,17,1,0.12,0.0,0.058823529411764705
2025-02-13,21955645907,(not set),Display,google,0,0,237,2,0.181467,0.0,0.008438818565400843
2025-02-13,21960907368,(not set),Cross-network,google,0,0,2,0,0.0,0.0,0.0
2025-02-13,21964277743,(not set),Paid Shopping,google,0,0,396,0,0.0,0.0,0.0
2025-02-13,21967202090,(not set),Cross-network,google,0,0,17,0,0.0,0.0,0.0
2025-02-12,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2025-02-12,(not set),(referral),Referral,racket-central.tenereteam.com,1,1,0,0,0.0,0.0,0.0
2025-02-12,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-02-12,21934847264,(not set),Paid Shopping,google,0,0,4208,33,10.556535,0.0,0.007842205323193916
2025-02-12,21938652714,(not set),Display,google,0,0,372,7,0.445116,0.0,0.01881720430107527
2025-02-12,21945159029,(not set),Display,google,0,0,347,2,5.071925,0.0,0.005763688760806916
2025-02-12,21955645907,(not set),Paid Search,google,0,0,27,1,1.01,0.0,0.037037037037037035
2025-02-12,21964277743,(not set),Paid Shopping,google,0,0,3218,17,4.502257,0.0,0.0052827843380981974
2025-02-11,(not set),(referral),Organic Shopping,admin.shopify.com,1,2,0,0,0.0,0.0,0.0
2025-02-11,(not set),(referral),Referral,coupert.com,1,1,0,0,0.0,0.0,0.0
2025-02-11,01JJ9MAKKWTN1P1Y68YJ2NE7AB,shoes2025,Email,email,1,2,0,0,0.0,0.0,0.0
2025-02-11,21938652714,(not set),Display,google,0,0,238,2,0.037152,0.0,0.008403361344537815
2025-02-11,21945159029,(not set),Display,google,0,0,377,6,3.135023,0.0,0.015915119363395226
2025-02-11,21955645907,(not set),Paid Search,google,0,0,61,0,0.0,0.0,0.0
2025-02-10,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2025-02-10,21934847264,(not set),Paid Shopping,google,0,0,4216,25,8.415744,0.0,0.005929791271347249
2025-02-10,21938652714,(not set),Display,google,0,0,717,2,0.077351,0.0,0.002789400278940028
2025-02-10,21938652714,(not set),Paid Search,google,0,0,8,2,0.34,0.0,0.25
2025-02-10,21945159029,(not set),Display,google,0,0,603,4,3.020962,0.0,0.006633499170812604
2025-02-10,21945159029,(not set),Paid Search,google,0,0,1,0,0.0,0.0,0.0
2025-02-10,21955645907,(not set),Display,google,0,0,45,0,0.0,0.0,0.0
2025-02-09,21938652714,(not set),Paid Search,google,0,0,2,1,0.11,0.0,0.5
2025-02-09,21955645907,(not set),Paid Search,google,0,0,87,6,1.042426,0.0,0.06896551724137931
2025-02-08,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,3,3,0,0,0.0,0.0,0.0
2025-02-08,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-02-08,21938652714,(not set),Display,google,0,0,67,1,0.095977,0.0,0.014925373134328358
2025-02-08,21955645907,(not set),Display,google,0,0,7,0,0.0,0.0,0.0
2025-02-07,(not set),(direct),Direct,(direct),5,5,0,0,0.0,0.0,0.0
2025-02-07,21934847264,(not set),Paid Shopping,google,0,0,1689,11,5.85,0.0,0.006512729425695678
2025-02-07,21938652714,(not set),Display,google,0,0,368,4,5.993379,0.0,0.010869565217391304
2025-02-07,21938652714,(not set),Paid Search,google,0,0,4,2,1.151727,0.0,0.5
2025-02-06,(not set),(referral),Referral,coupert.com,1,1,0,0,0.0,0.0,0.0
2025-02-06,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-02-06,21938652714,(not set),Display,google,0,0,450,5,2.893178,0.0,0.011111111111111112
2025-02-06,21938652714,(not set),Paid Search,google,0,0,2,1,0.25,0.0,0.5
2025-02-06,21955645907,(not set),Display,google,0,0,267,3,4.387031,0.0,0.011235955056179775
2025-02-06,21955645907,(not set),Paid Search,google,0,0,2,1,0.01,0.0,0.5
2025-02-05,(not set),(referral),Referral,racketcentral-b2c.myshopify.com,1,1,0,0,0.0,0.0,0.0
2025-02-04,(not set),(direct),Direct,(direct),1,3,0,0,0.0,0.0,0.0
2025-02-04,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-02-03,(not set),(organic),Organic Search,yahoo,1,1,0,0,0.0,0.0,0.0
2025-02-03,(not set),(referral),Organic Shopping,admin.shopify.com,1,1,0,0,0.0,0.0,0.0
2025-02-03,(not set),(referral),Referral,nu6yw5xt3qvi4mih-76270567701.shopifypreview.com,1,1,0,0,0.0,0.0,0.0
2025-02-03,01JJ9MAKKWTN1P1Y68YJ2NE7AB,shoes2025,Email,email,1,1,0,0,0.0,0.0,0.0
2025-02-01,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,2,2,0,0,0.0,0.0,0.0
2025-02-01,(not set),(referral),Referral,mimoni.com,1,1,0,0,0.0,0.0,0.0
2025-01-30,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-29,(not set),(organic),Organic Search,google,3,3,0,0,0.0,0.0,0.0
2025-01-29,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-28,(not set),(organic),Organic Search,duckduckgo,1,1,0,0,0.0,0.0,0.0
2025-01-27,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2025-01-26,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2025-01-23,(not set),(not set),Unassigned,(not set),1,1,0,0,0.0,0.0,0.0
2025-01-22,(not set),(direct),Direct,(direct),2,3,0,0,0.0,0.0,0.0
2025-01-22,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-20,(not set),(direct),Direct,(direct),2,2,0,0,0.0,0.0,0.0
2025-01-20,(not set),(referral),Referral,mimoni.com,1,1,0,0,0.0,0.0,0.0
2025-01-20,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-19,(not set),(referral),Referral,us13.admin.mailchimp.com,1,1,0,0,0.0,0.0,0.0
2025-01-18,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-18,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-17,(not set),(organic),Organic Search,google,6,7,0,0,0.0,0.0,0.0
2025-01-16,(not set),(direct),Direct,(direct),9,11,0,0,0.0,0.0,0.0
2025-01-16,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-15,(not set),(organic),Organic Search,google,4,4,0,0,0.0,0.0,0.0
2025-01-15,(not set),(referral),Referral,marketplace.uppromote.com,1,1,0,0,0.0,0.0,0.0
2025-01-14,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-14,21934847264,Google_Shopping_Pickleball,Paid Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-14,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-14,Td8ZnC,Welcome Series | Email #1,Email,email,1,1,0,0,0.0,0.0,0.0
2025-01-13,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2025-01-12,(not set),(direct),Direct,(direct),3,3,0,0,0.0,0.0,0.0
2025-01-12,(not set),(organic),Organic Search,google,3,3,0,0,0.0,0.0,0.0
2025-01-11,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2025-01-10,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2025-01-10,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,2,2,0,0,0.0,0.0,0.0
2025-01-10,01JH5GN7Z0K12GWM9180DKPQ5C,"Email Campaign - Jan 9, 2025, 9:29 AM",Email,email,1,1,0,0,0.0,0.0,0.0
2025-01-10,21938652714,G_Search_Brand,Paid Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-10,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-09,(not set),(direct),Direct,(direct),3,3,0,0,0.0,0.0,0.0
2025-01-09,(not set),(not set),Unassigned,(not set),1,1,0,0,0.0,0.0,0.0
2025-01-09,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-08,(not set),(organic),Organic Search,google,3,3,0,0,0.0,0.0,0.0
2025-01-07,(not set),(organic),Organic Search,google,3,3,0,0,0.0,0.0,0.0
2025-01-07,21938652714,G_Search_Brand,Paid Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-07,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2025-01-06,(not set),(direct),Direct,(direct),3,3,0,0,0.0,0.0,0.0
2025-01-06,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-04,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2025-01-04,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2025-01-03,(not set),(not set),Unassigned,(not set),1,1,0,0,0.0,0.0,0.0
2025-01-03,(not set),(referral),Referral,mimoni.com,1,1,0,0,0.0,0.0,0.0
2025-01-01,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,3,3,0,0,0.0,0.0,0.0
2025-01-01,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2024-12-31,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2024-12-31,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2024-12-30,(not set),(direct),Direct,(direct),1,2,0,0,0.0,0.0,0.0
2024-12-30,21964277743,Google_Shopping_Padel,Paid Shopping,google,1,1,0,0,0.0,0.0,0.0
2024-12-29,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2024-12-29,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2024-12-29,(not set),(referral),Organic Social,l.instagram.com,1,1,0,0,0.0,0.0,0.0
2024-12-28,(not set),(direct),Direct,(direct),2,3,0,0,0.0,0.0,0.0
2024-12-28,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2024-12-28,Shopping Free Listings,Shopping Free Listings,Organic Shopping,google,1,1,0,0,0.0,0.0,0.0
2024-12-26,21934847264,Google_Shopping_Pickleball,Paid Shopping,google,2,2,0,0,0.0,0.0,0.0
2024-12-25,(not set),(organic),Organic Search,duckduckgo,1,1,0,0,0.0,0.0,0.0
2024-12-24,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2024-12-24,(not set),(direct),Direct,(direct),1,1,0,0,0.0,0.0,0.0
2024-12-23,01JFK1MRPVE8HTJHKSDEYJ4T9Z,Last Chance Clearance 1 pickleball,Email,email,1,1,0,0,0.0,0.0,0.0
2024-12-22,21967202090,(not set),Cross-network,google,0,0,503,5,3.29,0.0,0.009940357852882704
2024-12-21,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2024-12-21,(not set),(referral),Organic Video,m.youtube.com,1,1,0,0,0.0,0.0,0.0
2024-12-21,21934847264,(not set),Paid Shopping,google,0,0,1391,12,4.44,0.0,0.008626887131560028
2024-12-21,21938652714,(not set),Paid Search,google,0,0,93,7,5.78,0.0,0.07526881720430108
2024-12-21,21960900156,(not set),Cross-network,google,0,0,95,1,0.935287,0.0,0.010526315789473684
2024-12-21,21971168776,(not set),Cross-network,google,0,0,695,2,2.51,0.0,0.0028776978417266188
2024-12-20,(not set),(organic),Organic Search,google,2,2,0,0,0.0,0.0,0.0
2024-12-20,21955645907,G_Search_Competitor_Padel,Paid Search,google,1,1,98,10,10.06,18.04301083499,0.10204081632653061
2024-12-20,21934847264,(not set),Paid Shopping,google,0,0,463,0,0.0,0.0,0.0
2024-12-20,21938652714,(not set),Display,google,0,0,6,0,0.0,0.0,0.0
2024-12-20,21955645907,(not set),Paid Search,google,0,0,34,0,0.0,0.0,0.0
2024-12-20,21960900156,(not set),Cross-network,google,0,0,80,4,4.450689,0.0,0.05
2024-12-20,21967202090,(not set),Cross-network,google,0,0,1127,6,10.098321,0.0,0.005323868677905945
2024-12-19,(not set),(direct),Direct,(direct),2,2,0,0,0.0,0.0,0.0
2024-12-19,21955645907,G_Search_Competitor_Padel,Paid Search,google,2,2,79,12,5.465726,49.1480912142321,0.1518987341772152
2024-12-19,21964277743,Google_Shopping_Padel,Paid Shopping,google,2,2,9043,58,40.36,0.0,0.00641380072984629
2024-12-19,(not set),(organic),Organic Search,google,1,1,0,0,0.0,0.0,0.0
2024-12-19,21938652714,G_Search_Brand,Paid Search,google,1,1,21,4,5.11,30.5283757338551,0.19047619047619047
2024-12-19,21945159029,G_Search_NB_Padel,Paid Search,google,1,1,105,8,7.46,0.0,0.0761904761904762
2024-12-19,21934847264,(not set),Paid Shopping,google,0,0,1092,0,0.0,0.0,0.0
2024-12-19,21938652714,(not set),Paid Search,google,0,0,20,0,0.0,0.0,0.0
2024-12-19,21945159029,(not set),Display,google,0,0,13,1,0.136197,0.0,0.07692307692307693
2024-12-19,21945159029,(not set),Paid Search,google,0,0,57,0,0.0,0.0,0.0
2024-12-19,21955645907,(not set),Display,google,0,0,4,0,0.0,0.0,0.0
